participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-fslPrisma06,15,79.3167,18.0000,61.4833,0.2928,0.2269,0.500,0.500,5.000
