participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-juntendo750w03,15,87.0833,17.2500,69.9333,0.2467,0.1981,0.500,0.500,5.000
