participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-mniS05,15,63.2833,13.5500,49.8667,0.2717,0.2141,0.500,0.500,5.000
