participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-stanford04,15,76.7167,16.5333,60.2167,0.2746,0.2155,0.500,0.500,5.000
