participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-ucdavis04,15,68.6333,15.9500,52.8167,0.3020,0.2324,0.500,0.500,6.500
