participant_id,n_valid_slices,SC_CSA_mm2,GM_CSA_mm2,WM_CSA_mm2,GM_WM_ratio,GM_SC_frac,voxel_dx,voxel_dy,voxel_dz
sub-brnoCeitec01,15,74.2667,16.5667,57.9667,0.2858,0.2231,0.500,0.500,5.000
