Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_AP_ellipse),STD(diameter_AP_ellipse),MEAN(diameter_RL),STD(diameter_RL),MEAN(length_anterior),STD(length_anterior),MEAN(length_posterior),STD(length_posterior),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2026-06-22 13:40:53","7.4.dev0","/home/boshi/qm_harmonization_paper/derivatives/seg_sc/sub-mniS04_T2w_seg.nii.gz","161:200","2:3","",86.44982850900271,1.9538591912272953,2.1774015849338744,0.3631334534863962,5.558811545817991,0.6656206686549471,8.382461108636898,0.39943702260979114,8.301593048457615,0.2900561235137674,13.320658473500098,0.7003896677080013,4.2281635980456045,0.2409992644638135,4.1542975105912925,0.20919711214715359,0.7768978763783333,0.04248351996836616,-0.7290885101598713,1.0693752258985043,0.9592891207711863,0.009277769073359463,32.17727816781752
