Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_AP_ellipse),STD(diameter_AP_ellipse),MEAN(diameter_RL),STD(diameter_RL),MEAN(length_anterior),STD(length_anterior),MEAN(length_posterior),STD(length_posterior),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2026-06-22 12:04:16","7.4.dev0","/home/boshi/qm_harmonization_paper/derivatives/seg_sc/sub-fslPrisma03_T2w_seg.nii.gz","154:190","2:3","",83.93234615963446,2.9480345407394615,0.04566992351945578,0.6664887583839565,-2.759001798601427,1.0205540309438683,8.397656640496898,0.26148351318665536,8.462789059611586,0.18499171554185032,12.656238609573041,0.42168204951154836,4.159450037132228,0.14748064527386326,4.238206603364668,0.18302112238038945,0.7417622942558193,0.027101417198264553,-2.540934096325969,1.7526447441042308,0.9625347865489847,0.009548974949846342,29.641085689342944
