Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_AP_ellipse),STD(diameter_AP_ellipse),MEAN(diameter_RL),STD(diameter_RL),MEAN(length_anterior),STD(length_anterior),MEAN(length_posterior),STD(length_posterior),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2026-06-21 22:54:07","7.4.dev0","/home/boshi/qm_harmonization_paper/derivatives/seg_sc/sub-cmrra01_T2w_seg.nii.gz","26:63","2:3","",42.03544931654356,1.5301950458240339,-2.5326326395555605,0.17406241977583586,20.394819427975435,0.30517059880534275,5.718217110947928,0.2270905828972522,5.857558083714308,0.23827372228490082,9.044897875025027,0.22302353213584053,2.8729532006160614,0.10938870300450416,2.845263910331866,0.16084643334312965,0.760212853220689,0.028445264757935438,-6.841101640515341,2.363096524095172,0.9654206828379165,0.010283387362968664,32.46557117575846
