Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,DistancePMJ,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_AP_ellipse),STD(diameter_AP_ellipse),MEAN(diameter_RL),STD(diameter_RL),MEAN(length_anterior),STD(length_anterior),MEAN(length_posterior),STD(length_posterior),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
"2026-06-22 13:28:26","7.4.dev0","/home/boshi/qm_harmonization_paper/derivatives/seg_sc/sub-milan07_T2w_seg.nii.gz","161:199","2:3","",72.41241366944455,1.3423382335945193,4.3880768583605105,2.6159306571136787,-4.218940078726806,2.3225519797091514,7.594955089969094,0.32713734483226076,7.646126308157675,0.2122377004617982,12.090268123773377,0.23077067863732986,3.746029419367809,0.25764744017308266,3.848925670601285,0.14430010894951573,0.7733852612242461,0.02286093655817482,0.39987141023609923,2.6544553363823145,0.9679362805254055,0.008711417333943754,31.435642555892837
